name,city,iata,latitude,longitude
Jebel Dhana,Jebel Dhana,,24.187428,52.614
Reykjahlid Airport,Myvatn,MVA,65.6558,-16.9181
Al Dhafra,Abu Dhabi,,24.248249,54.547722
Arzanah,Arzana,,24.780528,52.559944
Das Island,Das Island,,25.146219,52.873711
Zirku,Zirku,,24.861542,53.077833
Dubai Intl,Dubai,DXB,25.252778,55.364444
Fujairah Intl,Fujeirah,FJR,25.112225,56.323964
Ras Al Khaimah Intl,Ras Al Khaimah,RKT,25.613483,55.938817
Sharjah Intl,Sharjah,SHJ,25.328575,55.51715
Khasab,Khasab,KHS,26.170986,56.240569
Masirah,Masirah,MSH,20.675434,58.890467
Seeb Intl,Muscat,MCT,23.593278,58.284444
Salalah,Salalah,SLL,17.038719,54.091297
Thumrait,Thumrait,TTH,17.666,54.024612
Bhagatanwala,Bhagtanwala,,32.056108,72.9484
Spray View Airport,Spray View,,-17.917,25.817
Lyon Part-Dieu Railway,Lyon,XYD,46,5
Faisalabad Intl,Faisalabad,LYP,31.365014,72.994842
Gwadar,Gwadar,GWD,25.233308,62.329494
Gilgit,Gilgit,GIL,35.918786,74.333644
Shahbaz Ab,Jacobsbad,,28.284167,68.449711
Jinnah Intl,Karachi,KHI,24.906547,67.160797
Allama Iqbal Intl,Lahore,LHE,31.521564,74.403594
Walton,Lahore,,31.494794,74.346239
Mangla,Mangla,,33.050086,73.638381
Muzaffarabad,Muzaffarabad,MFG,34.339022,73.508639
Mianwali,Mianwali,,32.563089,71.570681
Moenjodaro,Moenjodaro,MJD,27.335156,68.143053
Masroor,Karachi,,24.893564,66.938753
Multan Intl,Multan,MUX,30.203222,71.419111
Nawabshah,Nawabshah,WNS,26.219442,68.390053
Okara,Okara,,30.741025,73.357736
Panjgur,Panjgur,PJG,26.954547,64.132517
Pasni,Pasni,PSI,25.290487,63.345083
Peshawar Intl,Peshawar,PEW,33.993911,71.514581
Qasim,Qasim,,33.560153,73.033217
Quetta,Quetta,UET,30.251369,66.937764
Sheikh Zayed,Rahim Yar Khan,RYK,28.3839,70.279572
Chaklala,Islamabad,ISB,33.616653,73.099233
Risalpur,Risalpur,,34.081112,71.972583
Rawalakot,Rawala Kot,RAZ,33.849658,73.798147
Point Roberts Airpark,Point Roberts,1RL,48.9797222,-123.0788889
Sukkur,Sukkur,SKZ,27.721989,68.791683
Saidu Sharif,Saidu Sharif,SDT,34.813556,72.352814
Sui,Sui,SUL,28.645142,69.176917
Talhar,Talhar,BDN,24.841519,68.838408
Wana,Wana,,32.304664,69.570433
Zhob,Zhob,PZH,31.358381,69.463606
Basrah Intl,Basrah,BSR,30.549069,47.662142
Aleppo Intl,Aleppo,ALP,36.180675,37.224358
Damascus Intl,Damascus,DAM,33.410636,36.514267
Deir Zzor,Deire Zor,DEZ,35.285374,40.175961
Bassel Al Assad Intl,Latakia,LTK,35.401094,35.948681
Palmyra,Palmyra,PMS,34.557361,38.316889
Doha Intl,Doha,DOH,25.261125,51.565056
Canton,Canton Island,CIS,-2.768122,-171.710394
Rota Intl,Rota,ROP,14.174308,145.242536
Francisco C Ada Saipan Intl,Saipan,SPN,15.119003,145.729356
Andersen Afb,Andersen,UAM,13.583953,144.930025
Guam Intl,Agana,GUM,13.48345,144.795983
Tinian Intl,West Tinian,TIQ,14.999203,145.61935
Scone Airport,Scone,NSO,-32.0372,150.832
Marshall Islands Intl,Majuro,MAJ,7.064758,171.272022
Dyess Aaf,Kwajalein,,9.396886,167.470869
Bucholz Aaf,Kwajalein,KWA,8.720122,167.731661
Cassidy Intl,Kiritimati,CXI,1.986161,-157.349778
Midway Atoll,Midway,MDY,28.201725,-177.380636
Chuuk Intl,Chuuk,TKK,7.461869,151.843006
Pohnpei Intl,Pohnpei,PNI,6.9851,158.208989
Babelthuap,Babelthuap,ROR,7.367303,134.544278
Kosrae,Kosrae,KSA,5.356975,162.958386
Yap Intl,Yap,YAP,9.498911,138.082497
Shang Yi,Kinmen,KNH,24.427892,118.359197
Pingtung South,Pingtung,PIF,22.672367,120.461728
Longtan,Longtang,,24.855136,121.237636
Fengnin,Fengnin,TTT,22.754986,121.101681
Lyudao,Green Island,GNI,22.673853,121.466481
Kaohsiung Intl,Kaohsiung,KHH,22.577094,120.350006
Chiayi,Chiayi,CYI,23.461779,120.39283
Lanyu,Lanyu,KYD,22.028842,121.533642
Ching Chuang Kang,Taichung,RMQ,24.264668,120.62058
Cessnock Airport,Cessnock,CES,-32.7875,151.342
Tainan,Tainan,TNN,22.950361,120.205778
Hsinchu,Hsinchu,,24.818033,120.939394
Magong,Makung,MZG,23.568669,119.628311
Jhihhang,Taitung,,22.793117,121.181975
Pingtung North,Pingtung,,22.700239,120.482
Sungshan,Taipei,TSA,25.069722,121.5525
Taoyuan Intl,Taipei,TPE,25.077731,121.232822
Wang An,Wang An,WOT,23.370833,119.494444
Hualien,Hualien,HUN,24.023725,121.616906
Narita Intl,Tokyo,NRT,35.764722,140.386389
Matsumoto,Matsumoto,MMJ,36.166758,137.922669
Hyakuri,Ibaraki,IBR,36.181083,140.415444
Minami Torishima,Minami Tori Shima,,24.289697,153.979119
Iwo Jima,Iwojima,IWO,24.784,141.322722
Nanki Shirahama,Nanki-shirahama,SHM,33.662222,135.364444
Kohnan,Kohnan,,34.590836,133.933225
Obihiro,Obihiro,OBO,42.733333,143.217222
New Chitose,Sapporo,CTS,42.7752,141.692283
Hakodate,Hakodate,HKD,41.77,140.821944
Chitose,Chitose,SPK,42.794475,141.666447
Memanbetsu,Memanbetsu,MMB,43.880606,144.164053
Nakashibetsu,Nakashibetsu,SHB,43.5775,144.96
Tokachi,Tokachi,,42.890544,143.158475
Wakkanai,Wakkanai,WKJ,45.404167,141.800833
Iki,Iki,IKI,33.749027,129.785417
Yamaguchi Ube,Yamaguchi,UBJ,33.93,131.278611
Tsushima,Tsushima,TSJ,34.284889,129.33055
Monbetsu,Monbetsu,MBE,44.303914,143.404028
Asahikawa,Asahikawa,AKJ,43.670833,142.4475
Okushiri,Okushiri,OIR,42.071667,139.432911
Rishiri,Rishiri Island,RIS,45.242006,141.186431
Ashiya,Ashiya,,33.883083,130.653
Yakushima,Yakushima,KUM,30.385569,130.659017
Fukue,Fukue,FUJ,32.666269,128.832808
Fukuoka,Fukuoka,FUK,33.585942,130.450686
New Tanegashima,Tanegashima,TNE,30.605067,130.991231
Kagoshima,Kagoshima,KOJ,31.803397,130.719408
Miyazaki,Miyazaki,KMI,31.877222,131.448611
Nyutabaru,Nyutabaru,,32.083611,131.451389
Oita,Oita,OIT,33.479444,131.737222
New Kitakyushu,Kitakyushu,KKJ,33.845942,131.034689
Kumamoto,Kumamoto,KMJ,32.837319,130.85505
Nagasaki,Nagasaki,NGS,32.916944,129.913611
Kanoya,Kanoya,,31.367608,130.845456
Tsuiki,Tsuiki,,33.685,131.040278
Amami,Amami,ASJ,28.430633,129.712542
Okierabu,Okierabu,,27.425522,128.700903
Tokunoshima,Tokunoshima,TKN,27.836381,128.881253
Fukui,Fukui,,36.142847,136.223922
Gifu,Gifu,,35.394078,136.869667
Hamamatsu,Hamamatsu,,34.750239,137.703083
Komatsu,Kanazawa,KMQ,36.394611,136.406544
Oki,Oki Island,OKI,36.181125,133.324844
Toyama,Toyama,TOY,36.648333,137.1875
Shizuhama,Yaizu,,34.812778,138.298056
Hiroshima,Hiroshima,HIJ,34.436111,132.919444
Okayama,Okayama,OKJ,34.756944,133.855278
Izumo,Izumo,IZO,35.413611,132.89
Hofu,Hofu,,34.034667,131.549194
Yonago Kitaro,Miho,YGJ,35.492222,133.236389
Iwakuni Mcas,Iwakuni,,34.14386,132.23575
Kochi,Kochi,KCZ,33.546111,133.669444
Matsuyama,Matsuyama,MYJ,33.827222,132.699722
Osaka Intl,Osaka,ITM,34.785528,135.438222
Tottori,Tottori,TTJ,35.530069,134.166553
Tokushima,Tokushima,TKS,34.132808,134.606639
Takamatsu,Takamatsu,TAK,34.214167,134.015556
Yao,Osaka,,34.596311,135.602944
Ozuki,Ozuki,,34.045322,131.052144
Aomori,Aomori,AOJ,40.734722,140.690833
Yamagata,Yamagata,GAJ,38.411894,140.371331
Sado,Sado,,38.060181,138.413928
Hachinohe,Hachinoe,,40.556447,141.466325
Hanamaki,Hanamaki,HNA,39.428611,141.135278
Akita,Akita,AXT,39.615556,140.218611
Misawa Ab,Misawa,MSJ,40.703222,141.368364
Sendai,Sendai,SDJ,38.139722,140.916944
Matsushima,Matsushima,,38.404919,141.219572
Sazena,Sazena,LKS,50.1929,14.1532
Atsugi Naf,Atsugi,,35.454611,139.450167
Tateyama,Tateyama,,34.987053,139.829208
Hachijojima,Hachijojima,HAC,33.115,139.785833
Iruma,Iruma,,35.841944,139.410556
Kisarazu,Kisarazu,,35.398272,139.909936
Shimofusa,Shimofusa,,35.798944,140.011111
Oshima,Oshima,OIM,34.782033,139.360306
Kastner Aaf,Zama,,35.513769,139.393675
Tokyo Intl,Tokyo,HND,35.552258,139.779694
Yokota Ab,Yokota,OKO,35.748492,139.348483
Gwangju,Kwangju,KWJ,35.126389,126.808889
Jeon Ju,Jhunju,,35.878436,127.11955
Yeosu,Yeosu,RSU,34.842328,127.61685
Sokcho,Sokch'o,SHO,38.142614,128.598556
Gangneung,Kangnung,KAG,37.753561,128.943625
Macomb Municipal Airport,Macomb,MQB,40.5200833,-90.6523889
Jeju Intl,Cheju,CJU,33.511306,126.493028
Jinhae,Chinhae,,35.141175,128.695792
Gimhae Intl,Busan,PUS,35.179528,128.938222
Bungle Bungle Airport,Bungle Bungle,,-17.5453,128.307
Ulsan,Ulsan,USN,35.593494,129.351722
A 511,Pyongtaek,,36.962214,127.031072
Seoul Ab,Seoul East,SSN,37.445833,127.113889
Osan Ab,Osan,OSN,37.090617,127.029594
Gimpo,Seoul,GMP,37.558311,126.790586
Suwon,Suwon,,37.239406,127.007053
Pohang,Pohang,KPO,35.987858,129.420486
Daegu Ab,Taegu,TAE,35.894108,128.658856
Yecheon,Yechon,YEC,36.631933,128.35485
Naha,Okinawa,OKA,26.195814,127.645869
Ie Shima Aux Ab,Iejima,,26.728775,127.761775
Kadena Ab,Kadena,DNA,26.355612,127.767633
Ishigaki,Ishigaki,ISG,24.344525,124.186983
Kumejima,Kumejima,UEO,26.363506,126.713806
Minami Daito,Minami Daito,MMD,25.846533,131.263494
Miyako,Miyako,MMY,24.782833,125.295111
Kitadaito,Kitadaito,KTD,25.944722,131.326944
Shimojishima,Shimojishima,SHI,24.826667,125.144722
Tarama,Tarama,,24.653889,124.675278
Yoron,Yoron,RNJ,27.043964,128.401517
Futenma Mcas,Futema,,26.274275,127.756494
Yonaguni,Yonaguni Jima,OGN,24.466944,122.977778
Ninoy Aquino Intl,Manila,MNL,14.508647,121.019581
Mary Airport,Mary,MYP,37.6194,61.8967
Cotabato,Cotabato,CBO,7.165242,124.209619
Cagayan De Oro,Ladag,CGY,8.415619,124.611219
Pagadian,Pagadian,PAG,7.827197,123.458294
Tambler,Romblon,,6.058003,125.096033
Crocodile Camp,Tsavo East,,-3.070875,39.2194305555556
Zamboanga Intl,Zamboanga,ZAM,6.922419,122.059633
Baguio,Baguio,BAG,16.375103,120.619636
Daet,Daet,,14.129167,122.980181
Basa Ab,Floridablanca,,14.986527,120.4925
Lingayen,Lingayen,,16.034786,120.241106
San Jose,San Jose,,12.361517,121.046639
Fernando Ab,Lipa,,13.955017,121.124925
Mamburao,Mamburao,,13.208092,120.60535
Vigan,Vigan,,17.555331,120.355797
Baler,Baler,,15.729836,121.500133
Kimana,Kimana,,-2.8,37.5333333333333
Solio Ranch Airport,Solio,,-0.245167,36.8849
Kalundborg Flyveplads,Kalundborg,,55.7001,11.2549
Bagabag,Bagabag,,16.619194,121.252319
Daniel Z Romualdez,Tacloban,TAC,11.227628,125.027758
Bacolod,Bacolod,BCD,10.642511,122.929617
Gardermoen Airport,Oslo,GEN,60.1939,11.1004
Dumaguete,Dumaguete,DGT,9.333714,123.300472
Caticlan,Caticlan,,11.924503,121.95405
Guiuan,Guiuan,,11.035544,125.741594
Iloilo,Iloilo,ILO,10.713044,122.545297
Kalibo,Kalibo,KLO,11.679431,122.376294
Mactan Cebu Intl,Masbate,,10.307542,123.979439
Wausau Downtown Airport,Wausau,AUW,44.9262845,-89.6270018
Puerto Princesa,Puerto Princesa,PPS,9.742119,118.758731
Antique,San Jose,SJI,10.766044,121.933439
Comodoro Pierrestegui,Concordia,COC,-31.296944,-57.996631
Gualeguaychu,Gualeguaychu,GHU,-33.010278,-58.613056
Junin,Junin,,-34.545889,-60.930556
General Urquiza,Parana,PRA,-31.794778,-60.480361
Rosario,Rosario,ROS,-32.903611,-60.785
Sauce Viejo,Santa Fe,SFN,-31.711666,-60.811668
Aeroparque Jorge Newbery,Buenos Aires,AEP,-34.559175,-58.415606
Ambrosio L V Taravella,Cordoba,COR,-31.323619,-64.207953
Chamical,Gobernador Gordillo,,-30.345278,-66.29361
San Fernando,San Fernando,,-34.453189,-58.589644
Mariano Moreno,Jose C. Paz,,-34.56065,-58.789564
La Plata,La Plata,LPG,-34.972222,-57.894694
Moron,Moron,,-34.676317,-58.642756
El Palomar,El Palomar,,-34.609939,-58.612592
Chos Malal,Chosmadal,,-37.444692,-70.222469
General Roca,Fuerte Gral Roca,,-39.000672,-67.620514
El Plumerillo,Mendoza,MDZ,-32.831717,-68.792856
Malargue,Malargue,LGS,-35.493597,-69.574267
San Rafael,San Rafael,AFA,-34.588314,-68.403854
Catamarca,Catamarca,CTC,-28.593214,-65.750925
Santiago Del Estero,Santiago Del Estero,SDE,-27.765617,-64.310122
Tinogasta,Tinogasta,,-28.03775,-67.580314
La Rioja,La Rioja,IRJ,-29.381636,-66.795839
Chilecito,Chilecito,,-29.223888,-67.438889
Teniente Benjamin Matienzo,Tucuman,TUC,-26.840861,-65.104944
San Juan,San Julian,UAQ,-31.571472,-68.418194
Rio Cuarto Area De Material,Rio Cuarto,RCU,-33.085128,-64.261314
Villa Dolores,Villa Dolores,VDR,-31.945183,-65.146283
Laboulaye,Laboulaye,,-34.135444,-63.36225
Marcos Juarez,Marcos Juarez,,-32.683639,-62.157792
Villa Reynolds,Villa Reynolds,,-33.725144,-65.378086
San Luis,San Luis,LUQ,-33.273192,-66.356422
Corrientes,Corrientes,CNQ,-27.445503,-58.761864
Resistencia,Resistencia,RES,-27.449986,-59.056125
Formosa,Formosa,FMA,-26.212722,-58.228111
Cataratas Del Iguazu,Iguazu Falls,IGR,-25.737281,-54.473444
Paso De Los Libres,Paso De Los Libres,AOL,-29.689425,-57.152078
Monte Caseros,Monte Caseros,,-30.271922,-57.640231
Posadas,Posadas,PSS,-27.385839,-55.970728
Termal,Presidencia R.s.pena,,-26.756519,-60.493103
Salta,Salta,SLA,-24.855978,-65.486169
Jujuy,Jujuy,JUJ,-24.392778,-65.097778
Oran,Oran,ORA,-23.152779,-64.32917
La Quiaca,La Quiaca,,-22.150556,-65.5775
Portage Municipal Airport,Portage,C47,43.5603136,-89.4828607
Eldorado,El Dorado,,-26.397499,-54.574722
Goya,Goya,,-29.099472,-59.250583
Obera,Obera,,-27.518156,-55.124156
Reconquista,Reconquista,,-29.210278,-59.68
Curuzu Cuatia,Curuzu Cuatia,,-29.770555,-57.978889
El Bolson,El Bolson,EHL,-41.943189,-71.532289
Comodoro Rivadavia,Comodoro Rivadavia,CRD,-45.785347,-67.465508
Esquel,Esquel,EQS,-42.90795,-71.139472
Almirante Zar,Trelew,REL,-43.2105,-65.270319
Gobernador Castello,Viedma,VDM,-40.869222,-63.000389
El Tehuelche,Puerto Madryn,PMY,-42.759161,-65.102725
Base Marambio,Marambio Base,,-64.238335,-56.630833
Puerto Deseado,Puerto Deseado,PUD,-47.735292,-65.904097
Rio Grande,Rio Grande,RGA,-53.777667,-67.749389
Rio Gallegos,Rio Gallegos,RGL,-51.608875,-69.312636
Ushuaia Malvinas Argentinas,Ushuaia,USH,-54.843278,-68.29575
San Julian,San Julian,ULA,-49.306775,-67.802589
Perito Moreno,Perito Moreno,PMQ,-46.537911,-70.978689
Santa Cruz,Santa Cruz,RZA,-50.01655,-68.579197
Comandante Espora,Bahia Blanca,BHI,-38.724967,-62.169317
Coronel Suarez,Colonel Suarez,,-37.446111,-61.889297
Olavarria,Olavarria,,-36.890039,-60.216619
General Pico,General Pico,,-35.696183,-63.758286
Tres Arroyos,Tres Arroyos,,-38.386911,-60.329711
Bolivar,Bolivar,,-36.186594,-61.076367
Gogebic Iron County Airport,Ironwood,IWD,46.5274747,-90.1313967
Mar Del Plata,Mar Del Plata,MDQ,-37.934167,-57.573333
Presidente Peron,Neuquen,NQN,-38.949,-68.155711
Mackinac Island Airport,Mackinac Island,MCD,45.8649344,-84.637344
Comodoro P Zanni,Pehuajo,,-35.844592,-61.857553
Santa Rosa,Santa Rosa,RSA,-36.588322,-64.275694
San Carlos De Bariloche,San Carlos De Bariloche,BRC,-41.151172,-71.157542
Tandil,Tandil,TDL,-37.237392,-59.227922
Villa Gesell,Villa Gesell,VLG,-37.235408,-57.029239
Cutralco,Cutralco,,-38.939683,-69.264642
Aviador C Campos,San Martin Des Andes,CPC,-40.075383,-71.137294
Conceicao Do Araguaia,Conceicao Do Araguaia,CDJ,-8.348347,-49.301528
Campo Delio Jardim De Mattos,Rio De Janeiro,,-22.875083,-43.384708
Amapa,Amapa,,2.077511,-50.858236
Araraquara,Araracuara,AQA,-21.812,-48.133028
Santa Maria,Aracaju,AJU,-10.984,-37.070333
Assis,Assis,,-22.638564,-50.455914
Alta Floresta,Alta Floresta,AFL,-9.866092,-56.106206
Aracatuba,Aracatuba,ARU,-21.141342,-50.424722
Val De Cans Intl,Belem,BEL,-1.37925,-48.476292
Comandante Gustavo Kraemer,Bage,BGX,-31.390528,-54.112244
Pampulha Carlos Drummond De Andrade,Belo Horizonte,PLU,-19.851181,-43.950628
Bacacheri,Curitiba,BFH,-25.405078,-49.232036
Major Brigadeiro Doorgal Borges,Barbacena,,-21.267167,-43.761056
Presidente Juscelino Kubitschek,Brasilia,BSB,-15.8711,-47.918625
Bauru,Bauru,BAU,-22.345042,-49.0538
Boa Vista,Boa Vista,BVB,2.846311,-60.690069
Barra Do Garcas,Barra Do Garcas,,-15.861344,-52.388894
Cascavel,Cascavel,CAC,-25.000339,-53.500764
Cachimbo,Itaituba,,-9.333936,-54.965422
Tancredo Neves Intl,Belo Horizonte,CNF,-19.63375,-43.968856
Campo Grande,Campo Grande,CGR,-20.468667,-54.6725
Chapeco,Chapeco,XAP,-27.134219,-52.656553
Carolina,Carolina,CLN,-7.320444,-47.458667
Forquilhinha,Criciuma,CCM,-28.725817,-49.424739
Canoas,Porto Alegre,,-29.945944,-51.144367
Bartolomeu Lisandro,Campos,CAW,-21.698333,-41.301669
Corumba Intl,Corumba,CMG,-19.011931,-57.673053
Afonso Pena,Curitiba,CWB,-25.528475,-49.175775
Caravelas,Caravelas,CRQ,-17.652283,-39.253069
Campo Dos Bugres,Caxias Do Sul,CXJ,-29.197064,-51.187536
Marechal Rondon,Cuiaba,CGB,-15.652931,-56.116719
Cruzeiro do Sul,Cruzeiro do Sul,CZS,-7.599906,-72.769489
Presidente Prudente,President Prudente,PPB,-22.175056,-51.424639
Eduardo Gomes Intl,Manaus,MAO,-3.038611,-60.049721
Jacareacanga,Jacare-acanga,,-6.233156,-57.776869
Sao Pedro Da Aldeia,Sao Pedro Da Aldeia,,-22.812872,-42.092633
Cataratas Intl,Foz Do Iguacu,IGU,-25.59615,-54.487206
Hercilio Luz,Florianopolis,FLN,-27.670489,-48.547181
Fernando De Noronha,Fernando Do Noronha,FEN,-3.854928,-32.423336
Fronteira,Fronteira,,-20.278483,-49.187472
Furnas,Alpinopolis,,-20.702817,-46.335264
Pinto Martins Intl,Fortaleza,FOR,-3.776283,-38.532556
Galeao Antonio Carlos Jobim,Rio De Janeiro,GIG,-22.808903,-43.243647
Guajara Mirim,Guajara-mirim,,-10.786375,-65.284792
Santa Genoveva,Goiania,GYN,-16.632033,-49.220686
Embraer Unidade Gaviao Peixoto,Macae,,-21.773683,-48.405078
Guarulhos Gov Andre Franco Montouro,Sao Paulo,GRU,-23.432075,-46.469511
Guaratingueta,Guaratingueta,,-22.791608,-45.204778
Altamira,Altamira,ATM,-3.253906,-52.253978
Itacoatiara,Itaituba,,-3.127256,-58.481186
Itaituba,Itaituba,,-4.242342,-56.000669
Ilheus,Ilheus,IOS,-14.815964,-39.033197
Usiminas,Ipatinga,IPN,-19.470722,-42.487583
Hidroeletrica,Itumbiara,,-18.444661,-49.213361
Prefeito Renato Moreira,Imperatriz,IMP,-5.531292,-47.46005
Julio Cesar,Belem,,-1.414158,-48.460739
Francisco De Assis,Juiz De Fora,JDF,-21.7915,-43.386778
Presidente Castro Pinto,Joao Pessoa,JPA,-7.148381,-34.950681
Lauro Carneiro De Loyola,Joinville,JOI,-26.224453,-48.797364
Presidente Joao Suassuna,Campina Grande,CPV,-7.269917,-35.896364
Viracopos,Campinas,VCP,-23.0075,-47.134444
Lages,Lajes,,-27.782142,-50.281486
Lins,Lins,LIP,-21.664039,-49.730519
Londrina,Londrina,LDB,-23.333625,-51.130072
Bom Jesus Da Lapa,Bom Jesus Da Lapa,LAZ,-13.262086,-43.408114
Lagoa Santa,Lagoa Santa,,-19.661611,-43.896403
Maraba,Maraba,MAB,-5.368589,-49.138025
Monte Dourado,Almeirim,,-0.889839,-52.60225
Regional De Maringa Silvio Name Junior,Maringa,MGF,-23.476392,-52.016406
Mario Ribeiro,Montes Claros,MOC,-16.706925,-43.8189
Grand Marais Cook County Airport,Grand Marais,GRM,47.8383333,-90.3829444
Ponta Pelada,Manaus,,-3.146042,-59.9863
Zumbi Dos Palmares,Maceio,MCZ,-9.510808,-35.791678
Macapa,Macapa,MCP,0.050664,-51.072178
Dix Sept Rosado,Mocord,,-5.201919,-37.364347
Marte,Sao Paulo,,-23.509119,-46.637753
Manicore,Manicore,MNX,-5.811381,-61.278319
Ministro Victor Konder Intl,Navegantes,NVT,-26.879999,-48.65139
Santo Angelo,Santo Angelo,GEL,-28.281683,-54.169139
Augusto Severo,Natal,NAT,-5.911417,-35.247717
Oiapoque,Oioiapoque,,3.855486,-51.796867
Salgado Filho,Porto Alegre,POA,-29.994428,-51.171428
Prefeito Doutor Joao Silva Filho,Parnaiba,,-2.893747,-41.731961
Pocos De Caldas,Pocos De Caldas,POO,-21.843014,-46.567917
Lauro Kurtz,Passo Fundo,PFB,-28.243989,-52.326558
Pelotas,Pelotas,PET,-31.718353,-52.327689
Senador Nilo Coelho,Petrolina,PNZ,-9.362411,-40.569097
Porto Nacional,Porto Nacional,PNB,-10.719417,-48.399736
Ponta Pora,Ponta Pora,PMG,-22.549639,-55.702614
Governador Jorge Teixeira De Oliveira,Porto Velho,PVH,-8.709294,-63.902281
Porter County Municipal Airport,Valparaiso,NPZ,41.4539722,-87.0070833
PlÃ¡cido de Castro,Rio Branco,RBR,-9.583,-67.4836
Guararapes Gilberto Freyre Intl,Recife,REC,-8.126794,-34.923039
Rio Grande,Rio Grande,RIG,-32.082617,-52.166542
Santos Dumont,Rio De Janeiro,SDU,-22.910461,-43.163133
Leite Lopes,Ribeirao Preto,RAO,-21.134167,-47.774189
Santa Cruz,Rio De Janeiro,STU,-22.93235,-43.719092
Professor Urbano Ernesto Stumpf,Sao Jose Dos Campos,SJK,-23.228172,-45.862739
Marechal Cunha Machado Intl,Sao Luis,SLZ,-2.585361,-44.234139
Congonhas,Sao Paulo,CGH,-23.626692,-46.655375
Sao Jose Do Rio Preto,Sao Jose Do Rio Preto,SJP,-20.816567,-49.406511
Base Aerea De Santos,Santos,SSZ,-23.925206,-46.2875
Deputado Luis Eduardo Magalhaes,Salvador,SSA,-12.910994,-38.331044
Trombetas,Oriximina,TMT,-1.4896,-56.396803
Senador Petronio Portella,Teresina,THE,-5.059942,-42.823478
Tefe,Tefe,TFF,-3.382944,-64.724056
Tarauaca,Tarauaca,,-8.155256,-70.783269
Telemaco Borba,Telemaco Borba,,-24.317775,-50.651592
Tirios,Obidos Tirios,,2.223472,-55.946056
Tabatinga,Tabatinga,TBT,-4.255669,-69.935828
Tucurui,Tucurui,TUR,-3.786008,-49.720267
Sao Gabriel Da Cachoeira,Sao Gabriel,,-0.148419,-66.985589
Paulo Afonso,Paulo Alfonso,PAV,-9.400878,-38.250575
Rubem Berta,Uruguaiana,URG,-29.782178,-57.038189
Ten Cel Av Cesar Bombonato,Uberlandia,UDI,-18.882844,-48.225594
Urubupunga,Castilho,,-20.777067,-51.564761
Uberaba,Uberaba,UBA,-19.765,-47.964778
Major Brigadeiro Trompowsky,Varginha,VAG,-21.590067,-45.473342
Vilhena,Vilhena,BVH,-12.694375,-60.098269
Goiabeiras,Vitoria,VIX,-20.258056,-40.286389
Iauarete,Iauarete,,0.6075,-69.185837
Campo Fontenelle,Piracununga,QPS,-21.984561,-47.334764
Chacalluta,Arica,ARI,-18.348531,-70.338742
Balmaceda,Balmaceda,BBA,-45.916058,-71.689475
El Bosque,Santiago,,-33.5618,-70.6884
Chile Chico,Chile Chico,CCH,-46.583341,-71.687405
El Loa,Calama,CJC,-22.498175,-68.903575
General Bernardo O Higgins,Chillan,,-36.582497,-72.031367
Carlos Ibanez Del Campo Intl,Punta Arenas,PUQ,-53.002642,-70.854586
Teniente Vidal,Coyhaique,GXQ,-45.594211,-72.106133
Diego Aracena Intl,Iquique,IQQ,-20.535222,-70.181275
Arturo Merino Benitez Intl,Santiago,SCL,-33.392975,-70.785803
Cerro Moreno Intl,Antofagasta,ANF,-23.444478,-70.4451
Capitan Fuentes Martinez,Porvenir,,-53.2537,-70.319228
Futaleufu,Futaleufu,,-43.189167,-71.851112
Maria Dolores,Los Angeles,LSQ,-37.401731,-72.425444
Guardiamarina Zanartu,Puerto Williams,,-54.931072,-67.626261
Carriel Sur Intl,Concepcion,CCP,-36.77265,-73.063106
Mataveri Intl,Easter Island,IPC,-27.164792,-109.421831
Canal Bajo Carlos Hott Siebert,Osorno,ZOS,-40.611208,-73.061042
Vallenar,Vallenar,,-28.596403,-70.755997
De La Independencia,Rancagua,,-34.173694,-70.775694
Teniente Rodolfo Marsh Martin,Isla Rey Jorge,,-62.190833,-58.986667
La Florida,La Serena,LSC,-29.916233,-71.199522
Eulogio Sanchez,Santiago,,-33.456278,-70.546667
Maquehue,Temuco,ZCO,-38.766819,-72.637097
El Tepual Intl,Puerto Montt,PMC,-41.438886,-73.093953
Chaiten,Chaiten,WCH,-42.932808,-72.699114
Pichoy,Valdivia,ZAL,-39.649956,-73.086111
Chachoan,Ambato,ATF,-1.212067,-78.574636
Hacienda Clementina,Clementia,,-1.706275,-79.378936
Francisco De Orellana,Coca,OCC,-0.462886,-76.986842
Mariscal Lamar,Cuenca,CUE,-2.889467,-78.984397
Seymour,Galapagos,GPS,-0.453758,-90.265914
Jose Joaquin De Olmedo Intl,Guayaquil,GYE,-2.157419,-79.883558
Gualaquiza,Gualaquiza,,-3.423214,-78.566994
Atahualpa,Ibarra,,0.338419,-78.136422
Km 192,Km-192,,0.184203,-79.391956
Hacienda La Julia,La Julia,,-1.704381,-79.552261
Cotopaxi Intl,Latacunga,,-0.906833,-78.615756
Jose Maria Velasco Ibarra,Macara,,-4.378231,-79.941022
